%,ADP,Data,File:,ELK2205021515.adp,,,,,,,,,,,,,,,,,,
%,Start,Date,+,Time:,2/5/2022,15:15:27,,,,,,,,,,,,,,,,
%,All,Track,Calculations,use:,Bottom,Track,data,,,,,,,,,,,,,,,
%,All,Flow,Velocities,Relative,to:,Bottom,Track,,,,,,,,,,,,,,,
%,Metric,Units,,,,,,,,,,,,,,,,,,,,
Profile,Date,Time,Distance(m),DMG(m),DistEast(m),DistNorth(m),Latitude(deg),Longitude(deg),Depth_1(m),Depth_2(m),Depth_3(m),AvDepth(m),EsDepth(m),uVess(m/s),DirVess(deg),uFlow(m/s),DirFlow(deg),StdDev(m/s),DQI,#_Valid_Cells,Q(m^3/s),Q_Cumul(m^3/s)
31,5/2/2022,15:17:57,107.7,64,53.5,-35,36.81024667,-121.7841083,7.73,7.09,6.82,7.21,0,0.47,95.9,0.21,355,0.01,0.4,10,3.48,17.4
32,5/2/2022,15:18:02,110,66.2,55.8,-35.7,36.810265,-121.784125,8.01,7.26,7.11,7.46,0,0.48,105.5,0.26,23.9,0.01,0.7,11,4.63,22.1
33,5/2/2022,15:18:07,112.7,68.6,58.4,-36.1,36.81028167,-121.7841383,8.23,7.52,7.35,7.7,0,0.53,98.5,0.22,19.1,0.02,1.1,11,4.33,26.4
34,5/2/2022,15:18:12,115.3,70.9,61,-36,36.810305,-121.784165,8.47,7.8,7.65,7.97,0,0.53,88.3,0.31,15.2,0.01,0.8,12,6.2,32.6
35,5/2/2022,15:18:17,119.2,74,64.9,-35.5,36.81032833,-121.7841917,8.66,8.06,7.86,8.19,0,0.78,83.3,0.21,20.6,0.01,0.5,12,5.95,38.5
36,5/2/2022,15:18:22,123.1,77.2,68.7,-35.2,36.81035333,-121.7842233,9.21,8.4,8.17,8.59,0,0.77,84.3,0.26,37.9,0.01,0.8,13,6.28,44.8
37,5/2/2022,15:18:27,126.3,80.1,72,-35.2,36.810375,-121.7842483,9.65,8.76,8.41,8.94,0,0.65,90.9,0.27,15,0.02,0.9,13,7.58,52.4
38,5/2/2022,15:18:32,130.5,83.6,76.1,-34.6,36.8104,-121.7842767,9.89,9.3,8.85,9.35,0,0.84,81.4,0.25,26,0.02,1.1,14,8.06,60.5
39,5/2/2022,15:18:37,134.1,86.4,79.6,-33.6,36.81042833,-121.7842983,10.11,9.65,9.13,9.63,0,0.72,74,0.29,348.8,0.01,0.6,15,9.89,70.3
40,5/2/2022,15:18:42,137.4,88.7,82.6,-32.3,36.81045333,-121.78432,10.27,9.97,9.29,9.84,0,0.66,67.5,0.24,339.9,0.01,0.8,15,7.99,78.3
41,5/2/2022,15:18:47,140.6,91.4,85.8,-31.5,36.81047667,-121.7843417,10.45,10.04,9.69,10.06,0,0.64,75,0.24,0.8,0.01,0.7,16,7.63,86
42,5/2/2022,15:18:52,143.8,94,88.9,-30.7,36.8105,-121.7843683,10.52,10.11,9.84,10.16,0,0.64,76.1,0.29,351.7,0.01,0.3,16,9.51,95.5
43,5/2/2022,15:18:57,147.1,96.8,92,-30,36.81052833,-121.784385,10.56,10.22,9.9,10.23,0,0.65,77.4,0.25,341.3,0.01,0.4,16,8.22,103.7
44,5/2/2022,15:19:02,150.7,100,95.6,-29.3,36.81056,-121.7843983,10.57,10.35,9.93,10.28,0,0.73,79.1,0.2,345.4,0.01,0.8,16,7.39,111.1
45,5/2/2022,15:19:07,154.5,103.2,99.2,-28.3,36.81059,-121.78442,10.34,10.65,9.97,10.32,0,0.75,74.8,0.28,309.9,0.01,0.5,16,8.84,119.9
46,5/2/2022,15:19:12,157.9,106.2,102.6,-27.7,36.81062333,-121.784435,9.72,10.31,10.18,10.07,0,0.68,78.4,0.22,336.8,0.01,0.4,16,7.37,127.3
47,5/2/2022,15:19:17,161.7,109.9,106.4,-27.9,36.81065333,-121.7844483,8.58,9.94,10.17,9.56,0,0.76,93.6,0.1,46.8,0.01,0.4,14,2.6,129.9
48,5/2/2022,15:19:22,164.6,112.7,109.3,-27.7,36.81068,-121.7844617,7.08,8.51,9.96,8.52,0,0.59,85.9,0.11,331.2,0.01,0.4,11,2.43,132.3
49,5/2/2022,15:19:27,166.4,114.5,111.1,-27.8,36.81069833,-121.7844667,6.19,7,9.5,7.56,0,0.36,93.6,0.07,329,0.01,0.4,9,0.76,133.1
50,5/2/2022,15:19:32,166.8,114.5,111,-28.2,36.81070333,-121.7844683,6.24,6.31,9.43,7.33,0,0.08,198.2,0.05,298.8,0.01,0.6,9,-0.16,132.9
51,5/2/2022,15:19:37,167.5,114.1,110.5,-28.6,36.8107,-121.78447,6.69,6.85,9.72,7.75,0,0.13,229.6,0.06,75,0.01,0.4,10,0.14,133.1
52,5/2/2022,15:19:42,168.9,115.5,111.7,-29.3,36.81070833,-121.784465,6.12,7.73,9.47,7.77,0,0.28,120.8,0.11,69.7,0.01,0.5,9,0.9,134
53,5/2/2022,15:19:47,170.8,117.1,113,-30.8,36.81072667,-121.78446,5.37,7.93,8.59,7.3,0,0.39,137.7,0.07,17.8,0.02,1.1,8,0.86,134.8
54,5/2/2022,15:19:52,172.9,118.6,114,-32.5,36.81074,-121.78446,4.78,7.83,7.24,6.62,0,0.4,148.2,0.14,203.9,0.02,1.1,7,-1.51,133.3
%-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Discharge,Summary,,,,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,Top,Q,=,10.697,(cms),,,,,,,,,,,,,,,,,
%,Measured,Q,=,105.41,(cms),,,,,,,,,,,,,,,,,
%,Bottom,Q,=,17.207,(cms),,,,,,,,,,,,,,,,,
%,Left,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Right,Q,=,0,(cms),,,,,,,,,,,,,,,,,
%,Total,Q,=,133.32,(cms),,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,MeasQ/EstQ,=,79.1,(%),,,,,,,,,,,,,,,,,,
%,,,,,,,,,,,,,,,,,,,,,,
%,TotalArea,=,658.71,(m2),,,,,,,,,,,,,,,,,,
%,MeanVel,=,0.2,(m/s),,,,,,,,,,,,,,,,,,
